"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"20/11/2019","2,400.0","2,400.0","2,400.0","2,400.0","3.20K","9.09%"
"19/11/2019","2,200.0","2,200.0","2,200.0","2,200.0","2.80K","10.00%"
"18/11/2019","2,000.0","2,000.0","2,000.0","2,000.0","15.10K","5.26%"
"15/11/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.70K","5.56%"
"14/11/2019","1,800.0","1,800.0","1,800.0","1,800.0","0.30K","5.88%"
"13/11/2019","1,700.0","1,700.0","1,700.0","1,700.0","0.70K","0.00%"
"11/11/2019","1,700.0","1,700.0","1,700.0","1,700.0","0.10K","-5.56%"
"06/11/2019","1,800.0","1,800.0","1,800.0","1,800.0","4.10K","5.88%"
"05/11/2019","1,700.0","1,800.0","1,800.0","1,700.0","3.50K","-5.56%"
"04/11/2019","1,800.0","1,900.0","1,900.0","1,800.0","4.00K","-5.26%"
"01/11/2019","1,900.0","1,900.0","1,900.0","1,900.0","5.00K","5.56%"
"31/10/2019","1,800.0","1,900.0","1,900.0","1,800.0","16.50K","-5.26%"
"30/10/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.80K","0.00%"
"29/10/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.40K","-5.00%"
"28/10/2019","2,000.0","2,000.0","2,000.0","2,000.0","2.20K","5.26%"
"24/10/2019","1,900.0","2,000.0","2,000.0","1,900.0","17.10K","-5.00%"
"23/10/2019","2,000.0","2,000.0","2,000.0","2,000.0","21.00K","0.00%"
"22/10/2019","2,000.0","2,000.0","2,000.0","2,000.0","0.20K","0.00%"
"21/10/2019","2,000.0","2,000.0","2,000.0","2,000.0","4.00K","5.26%"
"18/10/2019","1,900.0","1,900.0","1,900.0","1,900.0","3.00K","-5.00%"
"16/10/2019","2,000.0","1,800.0","2,000.0","1,800.0","4.10K","0.00%"
"14/10/2019","2,000.0","1,900.0","2,000.0","1,900.0","8.00K","5.26%"
"09/10/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.10K","-9.52%"
"08/10/2019","2,100.0","2,200.0","2,200.0","1,900.0","7.50K","5.00%"
"07/10/2019","2,000.0","2,000.0","2,000.0","2,000.0","0.20K","5.26%"
"04/10/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.20K","5.56%"
"02/10/2019","1,800.0","1,800.0","1,800.0","1,800.0","5.20K","0.00%"
"01/10/2019","1,800.0","1,800.0","1,800.0","1,800.0","1.40K","-5.26%"
"30/09/2019","1,900.0","2,000.0","2,000.0","1,900.0","2.30K","-5.00%"
"26/09/2019","2,000.0","2,000.0","2,000.0","2,000.0","0.50K","-9.09%"
"25/09/2019","2,200.0","2,200.0","2,200.0","2,200.0","6.60K","10.00%"
"24/09/2019","2,000.0","1,800.0","2,000.0","1,800.0","5.40K","5.26%"
"23/09/2019","1,900.0","1,900.0","1,900.0","1,900.0","0.80K","5.56%"
"20/09/2019","1,800.0","1,800.0","1,800.0","1,800.0","0.90K","5.88%"
"18/09/2019","1,700.0","1,700.0","1,700.0","1,700.0","0.10K","6.25%"
"16/09/2019","1,600.0","1,600.0","1,600.0","1,600.0","0.10K","-5.88%"
"13/09/2019","1,700.0","1,800.0","1,800.0","1,700.0","0.20K","-5.56%"
"10/09/2019","1,800.0","2,000.0","2,000.0","1,800.0","0.30K","-10.00%"
"09/09/2019","2,000.0","2,000.0","2,000.0","2,000.0","1.00K","5.26%"
"06/09/2019","1,900.0","1,900.0","1,900.0","1,900.0","1.00K","0.00%"
"05/09/2019","1,900.0","2,000.0","2,000.0","1,900.0","1.60K","0.00%"
"04/09/2019","1,900.0","2,000.0","2,000.0","1,900.0","0.20K","-9.52%"
"29/08/2019","2,100.0","2,200.0","2,200.0","2,100.0","12.60K","-8.70%"
"28/08/2019","2,300.0","2,500.0","2,500.0","2,300.0","0.20K","-8.00%"
"21/08/2019","2,500.0","2,500.0","2,500.0","2,500.0","0.20K","4.17%"
"08/08/2019","2,400.0","2,400.0","2,400.0","2,400.0","0.60K","-4.00%"
"05/08/2019","2,500.0","2,500.0","2,500.0","2,500.0","0.10K","-7.41%"
"12/07/2019","2,700.0","2,700.0","2,700.0","2,700.0","5.60K","8.00%"
"11/07/2019","2,500.0","2,500.0","2,500.0","2,500.0","0.30K","-3.85%"
"10/07/2019","2,600.0","2,600.0","2,600.0","2,600.0","2.70K","-7.14%"
"08/07/2019","2,800.0","2,800.0","2,800.0","2,800.0","3.00K","3.70%"
"05/07/2019","2,700.0","2,700.0","2,700.0","2,700.0","0.30K","8.00%"
"04/07/2019","2,500.0","2,500.0","2,500.0","2,500.0","0.10K","-7.41%"
"02/07/2019","2,700.0","2,700.0","2,700.0","2,700.0","0.80K","-6.90%"
"01/07/2019","2,900.0","2,500.0","2,900.0","2,500.0","0.20K","7.41%"
"28/06/2019","2,700.0","2,800.0","2,800.0","2,600.0","2.00K","-3.57%"
"27/06/2019","2,800.0","2,800.0","2,800.0","2,800.0","1.30K","-6.67%"
"26/06/2019","3,000.0","3,000.0","3,000.0","3,000.0","4.00K","-9.09%"
"17/06/2019","3,300.0","3,300.0","3,300.0","3,300.0","0.10K","10.00%"
"14/06/2019","3,000.0","2,600.0","3,000.0","2,600.0","0.80K","7.14%"
"13/06/2019","2,800.0","2,800.0","2,800.0","2,800.0","0.20K","0.00%"
"11/06/2019","2,800.0","2,800.0","3,000.0","2,800.0","3.20K","0.00%"
"07/06/2019","2,800.0","2,800.0","2,800.0","2,800.0","0.10K","7.69%"
"06/06/2019","2,600.0","2,500.0","2,600.0","2,500.0","2.00K","4.00%"
"05/06/2019","2,500.0","2,500.0","2,500.0","2,500.0","0.10K","-7.41%"
"03/06/2019","2,700.0","2,900.0","2,900.0","2,700.0","31.20K","-3.57%"
"31/05/2019","2,800.0","2,900.0","2,900.0","2,800.0","2.00K","0.00%"
"29/05/2019","2,800.0","2,800.0","2,800.0","2,700.0","3.60K","3.70%"
"28/05/2019","2,700.0","2,700.0","2,700.0","2,700.0","0.70K","-10.00%"
"23/05/2019","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","0.00%"
"22/05/2019","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","0.00%"
"20/05/2019","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","11.11%"
"15/05/2019","2,700.0","2,700.0","2,700.0","2,700.0","-","-10.00%"
"09/05/2019","3,000.0","3,000.0","3,000.0","3,000.0","0.40K","-3.23%"
"07/05/2019","3,100.0","3,100.0","3,100.0","3,100.0","3.00K","0.00%"
"06/05/2019","3,100.0","3,100.0","3,100.0","3,100.0","4.40K","0.00%"
"26/04/2019","3,100.0","3,100.0","3,100.0","3,100.0","3.20K","3.33%"
"25/04/2019","3,000.0","3,100.0","3,100.0","3,000.0","8.20K","-3.23%"
"24/04/2019","3,100.0","3,100.0","3,100.0","3,100.0","1.10K","-3.13%"
"23/04/2019","3,200.0","3,200.0","3,200.0","3,100.0","5.90K","0.00%"
"19/04/2019","3,200.0","3,200.0","3,200.0","3,200.0","13.70K","0.00%"
"18/04/2019","3,200.0","3,100.0","3,200.0","3,100.0","2.10K","0.00%"
"16/04/2019","3,200.0","3,000.0","3,200.0","3,000.0","0.20K","0.00%"
"12/04/2019","3,200.0","3,200.0","3,200.0","3,200.0","3.70K","0.00%"
"11/04/2019","3,200.0","3,100.0","3,200.0","3,100.0","20.50K","3.23%"
"10/04/2019","3,100.0","3,100.0","3,100.0","2,900.0","1.10K","-3.13%"
"09/04/2019","3,200.0","3,200.0","3,200.0","3,200.0","43.70K","3.23%"
"08/04/2019","3,100.0","3,100.0","3,100.0","3,100.0","0.90K","3.33%"
"05/04/2019","3,000.0","3,100.0","3,100.0","3,000.0","0.20K","0.00%"
"04/04/2019","3,000.0","3,100.0","3,100.0","3,000.0","0.20K","-3.23%"
"03/04/2019","3,100.0","3,200.0","3,200.0","3,100.0","0.30K","-3.13%"
"02/04/2019","3,200.0","3,200.0","3,200.0","3,100.0","4.30K","0.00%"
"01/04/2019","3,200.0","3,200.0","3,200.0","3,200.0","2.00K","-3.03%"
"29/03/2019","3,300.0","3,200.0","3,400.0","3,100.0","27.20K","3.13%"
"28/03/2019","3,200.0","3,100.0","3,400.0","3,100.0","46.60K","3.23%"
"27/03/2019","3,100.0","3,000.0","3,100.0","2,900.0","14.30K","6.90%"
"26/03/2019","2,900.0","2,900.0","2,900.0","2,900.0","0.10K","-3.33%"
"25/03/2019","3,000.0","3,000.0","3,300.0","2,900.0","44.30K","0.00%"
"22/03/2019","3,000.0","3,000.0","3,100.0","3,000.0","3.30K","0.00%"
"21/03/2019","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","0.00%"
"20/03/2019","3,000.0","3,200.0","3,200.0","3,000.0","0.40K","0.00%"
"19/03/2019","3,000.0","3,000.0","3,200.0","3,000.0","0.60K","-3.23%"
"18/03/2019","3,100.0","2,900.0","3,200.0","2,900.0","0.60K","0.00%"
"15/03/2019","3,100.0","3,100.0","3,100.0","3,100.0","6.20K","3.33%"
"14/03/2019","3,000.0","3,100.0","3,100.0","3,000.0","5.70K","3.45%"
"13/03/2019","2,900.0","3,100.0","3,100.0","2,900.0","2.20K","-3.33%"
"12/03/2019","3,000.0","3,000.0","3,100.0","3,000.0","21.10K","0.00%"
"11/03/2019","3,000.0","3,000.0","3,100.0","3,000.0","1.10K","-3.23%"
"08/03/2019","3,100.0","3,000.0","3,100.0","3,000.0","1.20K","-3.13%"
"07/03/2019","3,200.0","3,100.0","3,200.0","3,100.0","12.90K","6.67%"
"06/03/2019","3,000.0","3,100.0","3,100.0","2,900.0","16.30K","3.45%"
"05/03/2019","2,900.0","3,000.0","3,000.0","2,900.0","39.80K","0.00%"
"04/03/2019","2,900.0","3,000.0","3,100.0","2,900.0","10.90K","0.00%"
"01/03/2019","2,900.0","3,000.0","3,100.0","2,800.0","17.40K","0.00%"
"28/02/2019","2,900.0","2,900.0","3,000.0","2,800.0","9.30K","3.57%"
"27/02/2019","2,800.0","3,000.0","3,000.0","2,800.0","10.10K","0.00%"
"26/02/2019","2,800.0","2,900.0","3,000.0","2,800.0","3.10K","-3.45%"
"25/02/2019","2,900.0","3,000.0","3,000.0","2,900.0","10.10K","0.00%"
"22/02/2019","2,900.0","2,900.0","3,000.0","2,800.0","17.20K","3.57%"
"21/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","5.30K","0.00%"
"20/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","0.90K","0.00%"
"19/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","6.60K","0.00%"
"18/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","0.80K","0.00%"
"15/02/2019","2,800.0","2,800.0","2,800.0","2,800.0","4.10K","0.00%"
"14/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","1.10K","0.00%"
"13/02/2019","2,800.0","2,900.0","2,900.0","2,800.0","1.40K","-3.45%"
"12/02/2019","2,900.0","2,800.0","2,900.0","2,800.0","1.40K","3.57%"
"11/02/2019","2,800.0","2,800.0","2,800.0","2,800.0","1.10K","0.00%"
"01/02/2019","2,800.0","2,700.0","3,000.0","2,700.0","0.30K","-3.45%"
"31/01/2019","2,900.0","2,900.0","2,900.0","2,900.0","1.10K","0.00%"
"29/01/2019","2,900.0","2,900.0","2,900.0","2,800.0","6.40K","0.00%"
"28/01/2019","2,900.0","3,000.0","3,000.0","2,900.0","5.10K","0.00%"
"25/01/2019","2,900.0","3,000.0","3,000.0","2,900.0","1.10K","0.00%"
"24/01/2019","2,900.0","3,000.0","3,000.0","2,900.0","0.50K","-3.33%"
"23/01/2019","3,000.0","2,800.0","3,000.0","2,800.0","47.00K","7.14%"
"22/01/2019","2,800.0","2,800.0","2,800.0","2,800.0","0.10K","0.00%"
"21/01/2019","2,800.0","2,900.0","2,900.0","2,800.0","7.60K","0.00%"
"18/01/2019","2,800.0","2,800.0","2,900.0","2,800.0","8.20K","0.00%"
"17/01/2019","2,800.0","2,800.0","2,800.0","2,800.0","0.10K","0.00%"
"16/01/2019","2,800.0","2,800.0","2,800.0","2,800.0","1.40K","0.00%"
"15/01/2019","2,800.0","2,700.0","2,800.0","2,700.0","0.20K","0.00%"
"14/01/2019","2,800.0","2,800.0","2,800.0","2,800.0","1.00K","0.00%"
"11/01/2019","2,800.0","2,700.0","2,900.0","2,700.0","10.30K","0.00%"
"10/01/2019","2,800.0","2,900.0","2,900.0","2,800.0","4.80K","-3.45%"
"09/01/2019","2,900.0","2,900.0","2,900.0","2,900.0","5.80K","0.00%"
"08/01/2019","2,900.0","2,800.0","2,900.0","2,800.0","29.20K","0.00%"
"07/01/2019","2,900.0","2,800.0","2,900.0","2,800.0","9.10K","-3.33%"
"04/01/2019","3,000.0","2,800.0","3,000.0","2,700.0","114.90K","3.45%"
"03/01/2019","2,900.0","2,700.0","2,900.0","2,700.0","32.70K","3.57%"
"02/01/2019","2,800.0","2,900.0","2,900.0","2,800.0","1.10K","-6.67%"
"28/12/2018","3,000.0","2,800.0","3,000.0","2,800.0","4.10K","3.45%"
"27/12/2018","2,900.0","2,900.0","2,900.0","2,800.0","4.20K","0.00%"
"26/12/2018","2,900.0","2,700.0","2,900.0","2,700.0","16.80K","3.57%"
"25/12/2018","2,800.0","2,800.0","2,800.0","2,700.0","4.80K","-3.45%"
"21/12/2018","2,900.0","2,800.0","2,900.0","2,800.0","2.10K","0.00%"
"19/12/2018","2,900.0","2,800.0","2,900.0","2,800.0","1.30K","0.00%"
"17/12/2018","2,900.0","2,900.0","2,900.0","2,900.0","2.50K","0.00%"
"14/12/2018","2,900.0","2,800.0","2,900.0","2,800.0","1.50K","0.00%"
"13/12/2018","2,900.0","2,900.0","2,900.0","2,900.0","0.50K","-3.33%"
"12/12/2018","3,000.0","2,900.0","3,000.0","2,900.0","5.30K","0.00%"
"11/12/2018","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","3.45%"
"10/12/2018","2,900.0","2,900.0","2,900.0","2,900.0","7.70K","0.00%"
"07/12/2018","2,900.0","2,900.0","2,900.0","2,900.0","5.90K","-3.33%"
"06/12/2018","3,000.0","2,900.0","3,000.0","2,900.0","12.10K","3.45%"
"05/12/2018","2,900.0","2,900.0","2,900.0","2,900.0","10.00K","-3.33%"
"03/12/2018","3,000.0","3,000.0","3,000.0","3,000.0","0.10K","3.45%"
"30/11/2018","2,900.0","2,900.0","2,900.0","2,800.0","16.10K","3.57%"
"29/11/2018","2,800.0","2,800.0","2,900.0","2,800.0","25.90K","-3.45%"
"28/11/2018","2,900.0","2,800.0","2,900.0","2,800.0","22.40K","0.00%"
"27/11/2018","2,900.0","2,800.0","2,900.0","2,800.0","12.80K","0.00%"
"26/11/2018","2,900.0","2,900.0","2,900.0","2,900.0","2.50K","0.00%"
"23/11/2018","2,900.0","2,900.0","2,900.0","2,900.0","5.00K","0.00%"
"22/11/2018","2,900.0","2,800.0","2,900.0","2,800.0","0.60K","0.00%"
"21/11/2018","2,900.0","2,900.0","2,900.0","2,900.0","0.30K","0.00%"
"19/11/2018","2,900.0","2,900.0","2,900.0","2,900.0","7.00K","0.00%"
"16/11/2018","2,900.0","2,800.0","2,900.0","2,800.0","0.20K","3.57%"
"15/11/2018","2,800.0","2,900.0","2,900.0","2,800.0","21.10K","-3.45%"
"14/11/2018","2,900.0","2,700.0","2,900.0","2,700.0","0.20K","0.00%"
"13/11/2018","2,900.0","2,700.0","2,900.0","2,700.0","0.40K","0.00%"
"12/11/2018","2,900.0","2,700.0","2,900.0","2,700.0","5.70K","3.57%"
"09/11/2018","2,800.0","2,800.0","2,800.0","2,700.0","24.40K","0.00%"
"07/11/2018","2,800.0","2,700.0","2,800.0","2,700.0","11.90K","0.00%"
"06/11/2018","2,800.0","2,800.0","2,800.0","2,800.0","5.00K","0.00%"
"05/11/2018","2,800.0","2,800.0","2,800.0","2,700.0","2.70K","3.70%"
"02/11/2018","2,700.0","2,700.0","2,800.0","2,700.0","3.30K","-3.57%"
"01/11/2018","2,800.0","2,700.0","2,800.0","2,600.0","7.10K","0.00%"
"31/10/2018","2,800.0","2,700.0","2,800.0","2,600.0","7.30K","3.70%"
"30/10/2018","2,700.0","2,700.0","2,700.0","2,600.0","8.10K","0.00%"
"29/10/2018","2,700.0","2,600.0","2,700.0","2,600.0","3.80K","0.00%"
"26/10/2018","2,700.0","2,600.0","2,700.0","2,500.0","4.90K","0.00%"
"25/10/2018","2,700.0","2,600.0","2,700.0","2,600.0","1.10K","0.00%"
"24/10/2018","2,700.0","2,700.0","2,700.0","2,600.0","7.60K","0.00%"
"19/10/2018","2,700.0","2,700.0","2,700.0","2,600.0","7.10K","0.00%"
"18/10/2018","2,700.0","2,700.0","2,700.0","2,700.0","1.10K","0.00%"
"17/10/2018","2,700.0","2,700.0","2,700.0","2,700.0","1.10K","0.00%"
"16/10/2018","2,700.0","2,600.0","2,700.0","2,500.0","30.10K","0.00%"
"15/10/2018","2,700.0","2,800.0","2,800.0","2,700.0","23.30K","-6.90%"
"12/10/2018","2,900.0","2,800.0","2,900.0","2,700.0","6.50K","0.00%"
"11/10/2018","2,900.0","3,000.0","3,000.0","2,800.0","60.60K","-6.45%"
"10/10/2018","3,100.0","3,200.0","3,200.0","3,100.0","51.50K","-3.13%"
"09/10/2018","3,200.0","3,100.0","3,200.0","3,000.0","9.20K","6.67%"
"08/10/2018","3,000.0","3,100.0","3,100.0","3,000.0","22.20K","0.00%"
"05/10/2018","3,000.0","3,000.0","3,100.0","3,000.0","41.60K","0.00%"
"04/10/2018","3,000.0","3,000.0","3,000.0","3,000.0","0.20K","0.00%"
"03/10/2018","3,000.0","3,000.0","3,000.0","2,900.0","4.40K","3.45%"
"02/10/2018","2,900.0","3,000.0","3,000.0","2,900.0","16.80K","-6.45%"
"01/10/2018","3,100.0","3,100.0","3,100.0","3,100.0","1.00K","0.00%"
"28/09/2018","3,100.0","3,000.0","3,100.0","3,000.0","1.50K","3.33%"
"27/09/2018","3,000.0","3,000.0","3,000.0","2,900.0","45.80K","0.00%"
"26/09/2018","3,000.0","3,000.0","3,000.0","2,900.0","6.80K","0.00%"
"25/09/2018","3,000.0","2,900.0","3,000.0","2,900.0","5.80K","0.00%"
"24/09/2018","3,000.0","2,900.0","3,000.0","2,900.0","6.70K","0.00%"
"21/09/2018","3,000.0","2,900.0","3,000.0","2,900.0","1.00K","0.00%"
"20/09/2018","3,000.0","3,000.0","3,000.0","3,000.0","5.00K","0.00%"
"19/09/2018","3,000.0","3,000.0","3,000.0","3,000.0","6.00K","3.45%"
"18/09/2018","2,900.0","2,800.0","2,900.0","2,800.0","3.20K","0.00%"
"17/09/2018","2,900.0","2,900.0","2,900.0","2,900.0","8.40K","0.00%"
"14/09/2018","2,900.0","2,900.0","3,000.0","2,900.0","6.90K","-3.33%"
"13/09/2018","3,000.0","2,900.0","3,000.0","2,800.0","10.10K","0.00%"
"12/09/2018","3,000.0","2,700.0","3,000.0","2,700.0","123.60K","7.14%"
"11/09/2018","2,800.0","2,700.0","2,800.0","2,700.0","8.10K","0.00%"
"10/09/2018","2,800.0","2,700.0","2,800.0","2,700.0","54.90K","3.70%"
"07/09/2018","2,700.0","2,600.0","2,700.0","2,600.0","6.10K","0.00%"
"06/09/2018","2,700.0","2,700.0","2,700.0","2,700.0","0.40K","-3.57%"
"05/09/2018","2,800.0","2,600.0","2,800.0","2,600.0","22.30K","3.70%"
"04/09/2018","2,700.0","2,600.0","2,700.0","2,600.0","0.60K","0.00%"
"31/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","11.20K","0.00%"
"30/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","15.10K","0.00%"
"29/08/2018","2,700.0","2,700.0","2,700.0","2,700.0","22.10K","0.00%"
"28/08/2018","2,700.0","2,500.0","2,700.0","2,500.0","3.60K","3.85%"
"27/08/2018","2,600.0","2,600.0","2,600.0","2,600.0","0.50K","-3.70%"
"24/08/2018","2,700.0","2,600.0","2,700.0","2,500.0","3.60K","3.85%"
"23/08/2018","2,600.0","2,600.0","2,600.0","2,500.0","30.40K","-3.70%"
"22/08/2018","2,700.0","2,700.0","2,700.0","2,600.0","46.60K","-3.57%"
"21/08/2018","2,800.0","2,700.0","2,800.0","2,700.0","0.20K","0.00%"
"20/08/2018","2,800.0","2,700.0","2,800.0","2,700.0","1.20K","3.70%"
"17/08/2018","2,700.0","2,700.0","2,700.0","2,700.0","2.00K","0.00%"
"16/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","0.40K","0.00%"
"15/08/2018","2,700.0","2,700.0","2,700.0","2,600.0","8.80K","0.00%"
"14/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","3.40K","0.00%"
"13/08/2018","2,700.0","2,700.0","2,700.0","2,700.0","1.00K","0.00%"
"10/08/2018","2,700.0","2,700.0","2,700.0","2,600.0","5.20K","0.00%"
"08/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","0.90K","3.85%"
"07/08/2018","2,600.0","2,600.0","2,600.0","2,600.0","8.00K","-3.70%"
"06/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","12.00K","0.00%"
"03/08/2018","2,700.0","2,600.0","2,700.0","2,600.0","15.10K","3.85%"
